(Semi Chellas, Far Away Places)
(Wee Small Hours, John Slattery)
(Wee Small Hours, Robert Draper)
(Wee Small Hours, Abigail Spencer)
(Wee Small Hours, Matthew Weiner)
(Wee Small Hours, Christina Hendricks)
(Wee Small Hours, Anne Dudek)
(Wee Small Hours, Bryan Batt)
(Wee Small Hours, Allison)
(Wee Small Hours, Jared Gilmore)
(Wee Small Hours, Robert Morse)
(Wee Small Hours, Souvenir)
(Wee Small Hours, Roger)
(Wee Small Hours, Scott Hornbacher)
(Wee Small Hours, Henry Francis)
(Wee Small Hours, Peggy Olson)
(Wee Small Hours, Francine Hanson)
(Wee Small Hours, Marty Faraday)
(Wee Small Hours, Bertram Cooper)
(Wee Small Hours, Henry)
(Walter Emerson, Peggy Olson)
(Walter Emerson, Smoke Gets in Your Eyes)
(Walter Emerson, Remy Auberjonois)
(Walter Emerson, Joan Holloway)
(Walter Emerson, The Good News)
(Lady Lazarus, Rich Sommer)
(Lady Lazarus, Christopher Stanley)
(Lady Lazarus, Betty Francis)
(Lady Lazarus, Elisabeth Moss)
(Lady Lazarus, Matthew Weiner)
(Lady Lazarus, Dawn Chambers)
(Lady Lazarus, Vincent Kartheiser)
(Lady Lazarus, Jay R. Ferguson)
(Lady Lazarus, Jared Harris)
(Lady Lazarus, Pete Campbell)
(Lady Lazarus, Sally Draper)
(Lady Lazarus, Jessica Paré)
(Lady Lazarus, Kiernan Shipka)
(Lady Lazarus, Beth Dawes)
(Lady Lazarus, Jeff Clarke)
(Lady Lazarus, Season Five)
(Lady Lazarus, January Jones)
(Lady Lazarus, Roger Sterling)
(Lady Lazarus, Michael Ginsberg)
(Lady Lazarus, Lane Pryce)
(Lady Lazarus, Jon Hamm)
(Lady Lazarus, Phil Beachum)
(Lady Lazarus, Harry Crane)
(Lady Lazarus, Howard Dawes)
(Lady Lazarus, John Slattery)
(Lady Lazarus, Stan Rizzo)
(Lady Lazarus, Christina Hendricks)
(Lady Lazarus, Mad Men)
(Lady Lazarus, Alexis Bledel)
(Lady Lazarus, Bertram Cooper)
(Lady Lazarus, At the Codfish Ball)
(Lady Lazarus, Ben Feldman)
(Lady Lazarus, Robert Morse)
(Lady Lazarus, Dark Shadows)
(Lady Lazarus, Don Draper)
(Lady Lazarus, Henry Francis)
(Lady Lazarus, Megan Draper)
(Lady Lazarus, Teyonah Parris)
(Lady Lazarus, Peggy Olson)
(Lady Lazarus, Joan Harris)
(Lady Lazarus, Dennis Haskins)
(Lady Lazarus, Ken Cosgrove)
(Lady Lazarus, Aaron Staton)
(Kennedy, John F. Kennedy)
(Marten Holden Weiner, Ladies Room)
(Marten Holden Weiner, The Wheel)
(Marten Holden Weiner, The Inheritance)
(Marten Holden Weiner, Matthew Weiner)
(Marten Holden Weiner, Christmas Comes But Once a Year)
(Marten Holden Weiner, Glen Bishop)
(Marten Holden Weiner, New Amsterdam)
(Marten Holden Weiner, At the Codfish Ball)
(Marten Holden Weiner, Marriage of Figaro)
(Eugene Draper, Sally Draper)
(Eugene Draper, Eugene Hofstadt)
(Eugene Draper, Betty Draper)
(Eugene Draper, Don Draper)
(Eugene Draper, Bobby Draper)
(Eugene Draper, The Fog)
(Eugene Draper, Archibald Whitman)
(Cynthia Baxter, Cynthia Cosgrove)
(Miss Blankenship, Ida Blankenship)
(The Wheel, Michael Gladis)
(The Wheel, Arnold Wayne)
(The Wheel, Paul Kinsey)
(The Wheel, Duck Phillips)
(The Wheel, Sally Draper)
(The Wheel, Kiernan Shipka)
(The Wheel, Relax-a-Cizor)
(The Wheel, Cooper)
(The Wheel, January Jones)
(The Wheel, Clearasil)
(The Wheel, Dr. Arnold Wayne)
(The Wheel, Herman Phillips)
(The Wheel, Joan Holloway)
(The Wheel, Robert Draper)
(The Wheel, Jon Hamm)
(The Wheel, Harry Crane)
(The Wheel, Jeannie Vogel)
(The Wheel, Marten Holden Weiner)
(The Wheel, Francine Hanson)
(The Wheel, Joe O'Connor)
(The Wheel, Mark Moses)
(The Wheel, Nixon vs. Kennedy)
(The Wheel, Andy Umberger)
(The Wheel, Sheila Shaw)
(The Wheel, Deborah Lacey)
(The Wheel, Victor Manny)
(The Wheel, Don Draper)
(The Wheel, Aaron Hart)
(The Wheel, Maggie Siff)
(The Wheel, Elisabeth Moss)
(The Wheel, Rich Sommer)
(The Wheel, Vincent Kartheiser)
(The Wheel, Glen Bishop)
(The Wheel, Salvatore Romano)
(The Wheel, Pete Campbell)
(The Wheel, Season 1)
(The Wheel, Anne Dudek)
(The Wheel, Peggy Olson)
(The Wheel, Matthew Weiner)
(The Wheel, Kodak)
(The Wheel, Sterling Cooper)
(The Wheel, Tom Vogel)
(The Wheel, Alison Brie)
(The Wheel, Ayn Rand)
(The Wheel, Rachel Menken)
(The Wheel, Christina Hendricks)
(The Wheel, Joan)
(The Wheel, Aaron Staton)
(The Wheel, Bryan Batt)
(The Wheel, Mad Men)
(The Wheel, Carla)
(The Wheel, Trudy Campbell)
(The Wheel, Robert Morse)
(The Wheel, For Those Who Think Young)
(The Wheel, Betty Draper)
(The Wheel, Ken Cosgrove)
(The Wheel, Bertram Cooper)
(Joe O'Connor, The Wheel)
(Joe O'Connor, The Mountain King)
(Joe O'Connor, Tom Vogel)
(Joe O'Connor, New Amsterdam)
(Joe O'Connor, Chinese Wall)
(Joe O'Connor, The Rejected)
(Hollis, La Monde Byrd)
(Hollis, Sterling Cooper Advertising Agency)
(Father Gill, John Gill)
(Season 1, Ladies Room)
(Season 1, Darren Pettie)
(Season 1, Michael Gladis)
(Season 1, Arnold Wayne)
(Season 1, Alexa Alemanni)
(Season 1, Shoot)
(Season 1, Darby Stanchfield)
(Season 1, Talia Balsam)
(Season 1, Sterling Cooper)
(Season 1, Sally Draper)
(Season 1, Marriage of Figaro)
(Season 1, Kiernan Shipka)
(Season 1, Betty Draper)
(Season 1, January Jones)
(Season 1, Carla)
(Season 1, Rachel Menken)
(Season 1, Adam Whitman)
(Season 1, Joan Holloway)
(Season 1, Hildy)
(Season 1, Nixon Vs. Kennedy)
(Season 1, Rosemarie DeWitt)
(Season 1, Roger Sterling)
(Season 1, Alison Brie)
(Season 1, Joel Murray)
(Season 1, Midge Daniels)
(Season 1, Paul Kinsey)
(Season 1, Jon Hamm)
(Season 1, Julie McNiven)
(Season 1, Mark Moses)
(Season 1, The Wheel)
(Season 1, Andy Umberger)
(Season 1, Glen Bishop)
(Season 1, Deborah Lacey)
(Season 1, New Amsterdam)
(Season 1, Aaron Staton)
(Season 1, Vincent Kartheiser)
(Season 1, Don Draper)
(Season 1, The Long Weekend)
(Season 1, Rich Sommer)
(Season 1, Maggie Siff)
(Season 1, Elisabeth Moss)
(Season 1, Mona Sterling)
(Season 1, Jay Paulson)
(Season 1, Salvatore Romano)
(Season 1, Harry Crane)
(Season 1, Allison)
(Season 1, John Cullum)
(Season 1, Babylon)
(Season 1, Herman "Duck" Phillips)
(Season 1, Lee Garner, Jr.)
(Season 1, 5G)
(Season 1, Matthew Weiner)
(Season 1, Freddy Rumsen)
(Season 1, Lee Garner, Sr.)
(Season 1, Ken Cosgrove)
(Season 1, John Slattery)
(Season 1, Helen Bishop)
(Season 1, Christina Hendricks)
(Season 1, Bryan Batt)
(Season 1, Red in the Face)
(Season 1, Season 2)
(Season 1, Trudy Campbell)
(Season 1, Robert Morse)
(Season 1, Pete Campbell)
(Season 1, Marten Weiner)
(Season 1, Indian Summer)
(Season 1, The Hobo Code)
(Season 1, Peggy Olson)
(Season 1, Smoke Gets in Your Eyes)
(Season 1, Bertram Cooper)
(Season 1, Alan Taylor)
(Main Page, Meditations in an Emergency)
(My Old Kentucky Home, Christopher Stanley)
(My Old Kentucky Home, Smitty Smith)
(My Old Kentucky Home, Alexa Alemanni)
(My Old Kentucky Home, Deborah Lacey)
(My Old Kentucky Home, Sally Draper)
(My Old Kentucky Home, Laura Regan)
(My Old Kentucky Home, Betty Draper)
(My Old Kentucky Home, January Jones)
(My Old Kentucky Home, Michael Gladis)
(My Old Kentucky Home, Joan Holloway)
(My Old Kentucky Home, Elisabeth Moss)
(My Old Kentucky Home, Jon Hamm)
(My Old Kentucky Home, Harry Crane)
(My Old Kentucky Home, Roger Sterling)
(My Old Kentucky Home, Alison Brie)
(My Old Kentucky Home, Jennifer Crane)
(My Old Kentucky Home, Paul Kinsey)
(My Old Kentucky Home, The Arrangements)
(My Old Kentucky Home, Jane Sterling)
(My Old Kentucky Home, John Slattery)
(My Old Kentucky Home, Love Among the Ruins)
(My Old Kentucky Home, Joan Harris)
(My Old Kentucky Home, Patrick Cavanaugh)
(My Old Kentucky Home, Don Draper)
(My Old Kentucky Home, Rich Sommer)
(My Old Kentucky Home, Kiernan Shipka)
(My Old Kentucky Home, Robert Draper)
(My Old Kentucky Home, Vincent Kartheiser)
(My Old Kentucky Home, Salvatore Romano)
(My Old Kentucky Home, Pete Campbell)
(My Old Kentucky Home, Allison)
(My Old Kentucky Home, Sam Page)
(My Old Kentucky Home, Ryan Cutrona)
(My Old Kentucky Home, Greg Harris)
(My Old Kentucky Home, Conrad Hilton)
(My Old Kentucky Home, Patio Cola)
(My Old Kentucky Home, Matthew Weiner)
(My Old Kentucky Home, Christina Hendricks)
(My Old Kentucky Home, Gene Hofstadt)
(My Old Kentucky Home, Peyton List)
(My Old Kentucky Home, Bryan Batt)
(My Old Kentucky Home, Jared Gilmore)
(My Old Kentucky Home, Carla)
(My Old Kentucky Home, Trudy Campbell)
(My Old Kentucky Home, Robert Morse)
(My Old Kentucky Home, Henry Francis)
(My Old Kentucky Home, Peggy Olson)
(My Old Kentucky Home, Ken Cosgrove)
(My Old Kentucky Home, Bertram Cooper)
(My Old Kentucky Home, Aaron Staton)
(Margie Koch, Sterling Cooper Draper Pryce)
(Margie Koch, Sterling Cooper & Partners)
(Margie Koch, Man With a Plan)
(Margie Koch, Season 6)
(Margie Koch, Season 5)
(Margie Koch, Peggy Olson)
(Margie Koch, Michael Ginsberg)
(Margie Koch, The Doorway, Part 1)
(Margie Koch, Cutler, Gleason, and Chaough)
(Burt Peterson, Roger Sterling)
(Burt Peterson, Don Draper)
(Burt Peterson, Man With a Plan)
(Burt Peterson, Sterling Cooper Advertising Agency)
(Burt Peterson, Out of Town)
(Burt Peterson, Sterling Cooper)
(Father John Gill, John Gill)
(Duck Phillips, Pauline Phillips)
(Duck Phillips, Sterling Cooper Advertising Agency)
(Duck Phillips, American Airlines)
(Duck Phillips, Mark Phillips)
(Duck Phillips, Mohawk Airlines)
(Duck Phillips, Puttnam, Powell, and Lowe)
(Duck Phillips, Patricia Phillips)
(Duck Phillips, Mark Moses)
(Duck Phillips, In Care Of)
(Duck Phillips, Nixon vs. Kennedy)
(Duck Phillips, The Mountain King)
(Duck Phillips, Wallace Harriman)
(Duck Phillips, Peggy Olson)
(Duck Phillips, Waldorf Stories)
(Duck Phillips, The Suitcase)
(Megan's outfits, Field Trip)
(Megan's outfits, The Doorway, Part 1)
(Megan's outfits, The Collaborators)
(Megan's outfits, The Strategy)
(Megan's outfits, The Other Woman)
(Megan's outfits, The Phantom)
(Megan's outfits, Mad Men)
(Megan's outfits, Commissions and Fees)
(Megan's outfits, The Better Half)
(Megan's outfits, Tomorrowland)
(Megan's outfits, The Rejected)
(Megan's outfits, Hands and Knees)
(Megan's outfits, In Care Of)
(Megan's outfits, The Beautiful Girls)
(Megan's outfits, The Runaways)
(Megan's outfits, Blowing Smoke)
(Megan's outfits, Far Away Places)
(Megan's outfits, The Quality of Mercy)
(Megan's outfits, A Little Kiss, Part 2)
(Megan's outfits, A Little Kiss, Part 1)
(Megan's outfits, Christmas Waltz)
(Megan's outfits, The Monolith)
(Megan's outfits, Lady Lazarus)
(Megan's outfits, Man With a Plan)
(Megan's outfits, Christmas Comes But Once a Year)
(Megan's outfits, Favors)
(Megan's outfits, A Tale of Two Cities)
(Megan's outfits, Chinese Wall)
(Megan's outfits, Time Zones)
(Megan's outfits, A Day's Work)
(Megan's outfits, The Doorway, Part 2)
(Megan's outfits, To Have and To Hold)
(Megan's outfits, Signal 30)
(Megan's outfits, Tea Leaves)
(Megan's outfits, Dark Shadows)
(Megan's outfits, Mystery Date)
(Megan's outfits, The Flood)
(Megan's outfits, Megan Draper)
(Megan's outfits, At the Codfish Ball)
(Megan's outfits, Waldorf Stories)
(Megan's outfits, The Crash)
(Megan's outfits, For Immediate Release)
(Megan's outfits, The Suitcase)
(Kurt, Kurt Smith)
(Petra Colson, A Night to Remember)
(Petra Colson, Maidenform)
(Alice Geiger, Raymond Geiger)
(Alice Geiger, Tea Leaves)
(Alice Geiger, Robin Pearson Rose)
(Why I'm Quitting Tobacco, "Why I'm Quitting Tobacco")
(Kurt Smith, Smitty)
(Kurt Smith, For Those Who Think Young)
(Kurt Smith, Sterling Cooper Draper Pryce)
(Kurt Smith, The Chrysanthemum and the Sword)
(Kurt Smith, Sterling Cooper Advertising Agency)
(Kurt Smith, Shut the Door. Have a Seat)
(Kurt Smith, The Jet Set)
(Kurt Smith, Cutler Gleason and Chaough)
(Kurt Smith, Edin Gali)
(Kurt Smith, McCann Erickson)
(Israeli Tourism Bureau, Lily Meyer)
(Israeli Tourism Bureau, Babylon)
(Israeli Tourism Bureau, Yoram Ben Shulhai)
(Israeli Tourism Bureau, Sterling Cooper Advertising Agency)
(Megan Draper, Lieutenant Don Draper)
(Megan Draper, Sterling Cooper Draper Pryce)
(Megan Draper, Tomorrowland)
(Megan Draper, Lady Lazarus)
(Megan Draper, Joyce Ramsay)
(Megan Draper, Christmas Comes But Once a Year)
(Megan Draper, Lucky Strike)
(Megan Draper, Marie Calvet)
(Megan Draper, Emile Calvet)
(Megan Draper, Chinese Wall)
(Megan Draper, Allison)
(Megan Draper, The Rejected)
(Megan Draper, Sally Draper)
(Megan Draper, Hands and Knees)
(Megan Draper, The Beautiful Girls)
(Megan Draper, Jessica Paré)
(Megan Draper, Eugene Draper)
(Megan Draper, Don Draper)
(Megan Draper, Bobby Draper)
(Megan Draper, Miss Blankenship)
(Sterling Cooper Draper Pryce, The Chrysanthemum and the Sword)
(Sterling Cooper Draper Pryce, Sterling Cooper Advertising Agency)
(Sterling Cooper Draper Pryce, Lucky Strike)
(Sterling Cooper Draper Pryce, Pete Campbell)
(Sterling Cooper Draper Pryce, Freddy Rumsen)
(Sterling Cooper Draper Pryce, Sterling Cooper & Partners)
(Sterling Cooper Draper Pryce, Public Relations)
(Sterling Cooper Draper Pryce, Peggy Olson)
(Sterling Cooper Draper Pryce, Joey Baird)
(Sterling Cooper Draper Pryce, The Rejected)
(Sterling Cooper Draper Pryce, Joan Holloway)
(Sterling Cooper Draper Pryce, Megan Draper)
(Sterling Cooper Draper Pryce, Lane Pryce)
(Sterling Cooper Draper Pryce, Harry Crane)
(Sterling Cooper Draper Pryce, Roger Sterling)
(Sterling Cooper Draper Pryce, Bertram Cooper)
(Sterling Cooper Draper Pryce, Puttnam, Powell, and Lowe)
(Sterling Cooper Draper Pryce, Cutler Gleason and Chaough)
(Sterling Cooper Draper Pryce, Stan Rizzo)
(Sterling Cooper Draper Pryce, Don Draper)
(Sterling Cooper Draper Pryce, Shut the Door. Have a Seat)
(Sterling Cooper Draper Pryce, Ken Cosgrove)
(Sterling Cooper Draper Pryce, McCann Erickson)
(Bethlehem Steel, New Amsterdam)
(Bethlehem Steel, Walter Veith)
(Bethlehem Steel, Pete Campbell)
(Bethlehem Steel, Sterling Cooper Advertising Agency)
(Veronica Taylor, Henry Francis)
(Veronica Taylor, Public Relations)
(Veronica Taylor, The Grown-Ups)
(Veronica Taylor, Eleanor Francis)
(Gabriel Mann, The Benefactor)
(Gabriel Mann, Six Month Leave)
(Gabriel Mann, Arthur Case)
(Gabriel Mann, For Those Who Think Young)
(Gabriel Mann, Maidenform)
(Bruce French, The Hobo Code)
(Bruce French, Hugh Brody)
(Marriage of Figaro, Stephanie Courtney)
(Marriage of Figaro, Michael Gladis)
(Marriage of Figaro, Judy)
(Marriage of Figaro, Alexa Alemanni)
(Marriage of Figaro, Francine Hanson)
(Marriage of Figaro, Darby Stanchfield)
(Marriage of Figaro, Sterling Cooper)
(Marriage of Figaro, Sally Draper)
(Marriage of Figaro, Kiernan Shipka)
(Marriage of Figaro, Betty Draper)
(Marriage of Figaro, Bobby Draper)
(Marriage of Figaro, January Jones)
(Marriage of Figaro, Kristoffer Polaha)
(Marriage of Figaro, Joan Holloway)
(Marriage of Figaro, Hildy)
(Marriage of Figaro, Elisabeth Moss)
(Marriage of Figaro, Jon Hamm)
(Marriage of Figaro, Harry Crane)
(Marriage of Figaro, Roger Sterling)
(Marriage of Figaro, Mad Men)
(Marriage of Figaro, Paul Kinsey)
(Marriage of Figaro, Julie McNiven)
(Marriage of Figaro, Ernie)
(Marriage of Figaro, Don Draper)
(Marriage of Figaro, Glen Bishop)
(Marriage of Figaro, New Amsterdam)
(Marriage of Figaro, Aaron Staton)
(Marriage of Figaro, Janet Darling)
(Marriage of Figaro, Ladies Room)
(Marriage of Figaro, Rich Sommer)
(Marriage of Figaro, Maggie Siff)
(Marriage of Figaro, Marilyn Farrelly)
(Marriage of Figaro, Vincent Kartheiser)
(Marriage of Figaro, Salvatore Romano)
(Marriage of Figaro, Pete Campbell)
(Marriage of Figaro, Season 1)
(Marriage of Figaro, Allison)
(Marriage of Figaro, Marriage of Figaro Song)
(Marriage of Figaro, Jennifer Fitzgerald)
(Marriage of Figaro, John Slattery)
(Marriage of Figaro, Helen Bishop)
(Marriage of Figaro, Rachel Menken)
(Marriage of Figaro, Anne Dudek)
(Marriage of Figaro, Bryan Batt)
(Marriage of Figaro, Marten Holden Weiner)
(Marriage of Figaro, Christina Hendricks)
(Marriage of Figaro, Marge)
(Marriage of Figaro, Maxwell Huckabee)
(Marriage of Figaro, Carlton Hanson)
(Marriage of Figaro, Peggy Olson)
(Marriage of Figaro, Ken Cosgrove)
(Erin Cummings, Candace)
(Erin Cummings, Public Relations)
(Erin Cummings, The Good News)
(Christina Hendricks, Joan Harris)
(Christina Hendricks, Joan Holloway)
(Christina Hendricks, Mad Men)
(JFK, John F. Kennedy)
(Rachel Katz, The New Girl)
(Rachel Katz, Maggie Siff)
(Rachel Katz, Don Draper)
(Rachel Katz, Six Month Leave)
(Rachel Katz, Bobbie Barrett)
(Rachel Katz, Smoke Gets in Your Eyes)
(Rachel Katz, Nixon vs. Kennedy)
(Rachel Katz, Pete Campbell)
(Rachel Katz, Sterling Cooper)
(Saint John Powell, Meditations in an Emergency)
(Saint John Powell, Roger Sterling)
(Saint John Powell, Charles Shaughnessy)
(Saint John Powell, Bertram Cooper)
(Saint John Powell, Puttnam, Powell, and Lowe)
(Saint John Powell, Sterling Cooper)
(Saint John Powell, Alec Martin)
(Saint John Powell, Don Draper)
(Saint John Powell, Shut the Door. Have a Seat)
(Saint John Powell, Duck Phillips)
(Saint John Powell, The Jet Set)
(Saint John Powell, McCann Erickson)
(Christine Estabrook, Gail Holloway)
(Christine Estabrook, Mad Men)
(The Jet Set, Smitty)
(The Jet Set, Kurt)
(The Jet Set, Ken)
(The Jet Set, Michael Gladis)
(The Jet Set, Elisabeth Moss)
(The Jet Set, Rich Sommer)
(The Jet Set, Mona Sterling)
(The Jet Set, Vincent Kartheiser)
(The Jet Set, January Jones)
(The Jet Set, Salvatore Romano)
(The Jet Set, Joy)
(The Jet Set, Pete Campbell)
(The Jet Set, Sterling Cooper)
(The Jet Set, The Inheritance)
(The Jet Set, Betty Draper)
(The Jet Set, Kurt Smith)
(The Jet Set, Alec Martin)
(The Jet Set, Roger Sterling)
(The Jet Set, Saint John Powell)
(The Jet Set, Joan Holloway)
(The Jet Set, Jane Siegel)
(The Jet Set, Jon Hamm)
(The Jet Set, Harry Crane)
(The Jet Set, John Slattery)
(The Jet Set, Matthew Weiner)
(The Jet Set, Christina Hendricks)
(The Jet Set, Charles Shaughnessy)
(The Jet Set, Aaron Staton)
(The Jet Set, Bryan Batt)
(The Jet Set, Paul Kinsey)
(The Jet Set, Edin Gali)
(The Jet Set, Herman Phillips)
(The Jet Set, Mark Moses)
(The Jet Set, Robert Morse)
(The Jet Set, Don Draper)
(The Jet Set, The Mountain King)
(The Jet Set, Peggy Olson)
(The Jet Set, Ken Cosgrove)
(The Jet Set, Peyton List)
(The Jet Set, Bertram Cooper)
(The Jet Set, Patrick Cavanaugh)
(John Ales, Perry Demuth)
(John Ales, Blowing Smoke)
(Gita Hall, Mad Men)
(Smitty Smith, Kurt)
(Smitty Smith, For Those Who Think Young)
(Smitty Smith, Sterling Cooper Draper Pryce)
(Smitty Smith, The Chrysanthemum and the Sword)
(Smitty Smith, The Grown-Ups)
(Smitty Smith, Sterling Cooper Advertising Agency)
(Smitty Smith, Shut the Door. Have a Seat)
(Smitty Smith, Cutler Gleason and Chaough)
(Smitty Smith, Patrick Cavanaugh)
(Smitty Smith, McCann Erickson)
(Mark Kelly, Ladies Room)
(Mark Kelly, For Those Who Think Young)
(Mark Kelly, Dale)
(Mark Kelly, Guy Walks Into an Advertising Agency)
(Gloria Massey, Eugene Hofstadt)
(Gloria Massey, The Inheritance)
(Gloria Massey, Betty Draper)
(Gloria Massey, Darcy Shean)
(Gloria Massey, Long Weekend)
(Gloria Massey, Love Among the Ruins)
(The Benefactor, Sarah Beth Carson)
(The Benefactor, Michael Gladis)
(The Benefactor, Gertie)
(The Benefactor, Aaron Hart)
(The Benefactor, Sterling Cooper)
(The Benefactor, Sally Draper)
(The Benefactor, Laura Regan)
(The Benefactor, Betty Draper)
(The Benefactor, January Jones)
(The Benefactor, Jimmy Barrett)
(The Benefactor, Joan Holloway)
(The Benefactor, Sara Beth)
(The Benefactor, Robert Draper)
(The Benefactor, Jon Hamm)
(The Benefactor, Harry Crane)
(The Benefactor, Roger Sterling)
(The Benefactor, Crista Flanagan)
(The Benefactor, Joel Murray)
(The Benefactor, Jennifer Crane)
(The Benefactor, Paul Kinsey)
(The Benefactor, Mark Moses)
(The Benefactor, Flight 1)
(The Benefactor, Denise Crosby)
(The Benefactor, Paul Keeley)
(The Benefactor, Elliot Lawrence)
(The Benefactor, Peggy Olson)
(The Benefactor, Aaron Staton)
(The Benefactor, Vincent Kartheiser)
(The Benefactor, Don Draper)
(The Benefactor, Fred Rumsen)
(The Benefactor, Rich Sommer)
(The Benefactor, Kiernan Shipka)
(The Benefactor, Elisabeth Moss)
(The Benefactor, Utz Potato Chips)
(The Benefactor, Three Sundays)
(The Benefactor, Salvatore Romano)
(The Benefactor, Pete Campbell)
(The Benefactor, Lois Sadler)
(The Benefactor, Herman Phillips)
(The Benefactor, Bobbie Barrett)
(The Benefactor, John Slattery)
